Id_comment,commentaire,qualite
77346098,charmant appartement où chaque détail fait qu'on s'y sent bien catherine est une hôte accueillante et bienveillante on sent qu'elle prend plaisir à faire découvrir ce qu'elle aime à ses invités le petit déjeuner mérite une remarque spéciale délicieux gourmand et même lorsque la boulangerie fait défaut catherine prépare de délicieuses tartes crêpes avec de bons produits bios un grand merci pour son accueil et pour toutes les petites attentions qui ont donné du charme à ce séjour a bientôt,positif
121824872,laure a tout fait pour que notre séjour se déroule à merveille  des réponses rapides aux mails une liste d'adresses de restos et de boutiques du quartier une mise à disposition de linges draps épicerie et bouquins personnels l'appartement est lumineux tout équipé il ne manque rien pour passer un agréable moment il est idéal pour 4 personnes un grand merci à laure,positif
69682190,l'appertement est très propre et agréable l'emplacement c'est top pour visiter paris à 5 min de l'étoile mais c'est aussi calm et sûr pour se promener la nuit très confortable laurent est très gentil il nous a donné conseils pour garer la voiture et il était souple lorsque le check in merci beaucoup laurent,positif
136523893,logement fonctionnel esthétique et bien situé,positif
84598727,très belle expérience avec une hôte à l'écoute et qui fait preuve de grande confiance dans la relation humaine a refaire,positif
38156800,très bel appartement tout à proximité bus métro commerces  très bon contact avec camille nous avons passé un agréable séjour,positif
9100442,une petite semaine studieuse mais très agréable grâce à valérie  son accueil chaleureux et prévenant le studio est calme agréable je m'y suis vite sentie comme chez moi,positif
9758396,nous avons passé un merveilleux séjour chez jacques son lieu nous a tout de suite charmé et nous y avons trouvé un calme inespéré dans paris après les jours parfois éprouvants de traverse de la ville jacques pour sa part et malgré son absence au moment de notre séjour était d'une grande disponibilité et très attentif à nos questions parfois banales et à l'entretien du lieu un si grand merci et à bientôt on l'espère,positif
27707545,yassine nous a tiré d un mauvais pas  réservation annulée à   de 24h par 1 autre hôte  il a répondu très vite et mis son logement à disposition en un temps record merci beaucoup appartement bien situé fonctionnel comme à la maison et frigo à disposition je recommande que du,positif
99265494,l'appartement est idéalement situé près du métro pigalle malgré un quartier vivant il se trouve dans un immeuble calme où l'on peut même profiter d'une petite cour l'appartement est conforme aux photos isabelle est très arrangeante pour la remise des clés ce qui est vraiment agréable nous avons passons un très bon weekend,positif
35630371,un immense merci à mme fafou pour son accueil si chaleureux appartement très propre et chaleureux et en plus très bien situé nous avons apprécié les rues remplis de petit café et de boutiques le métro est a 5 min de marche ce qui est génial en plus mme fafou nous a bien conseillé concernent les attractions a visiter au plaisir d y retourner bientôt,positif
27821165,appart très sympa au coeur de paris quartier piéton un plus pour la déco,positif
29586952,super accueil de kathleen j'ai partagé des moments agréables dans son espace de vie,positif
113326116,logement absolument identique à la description le quartier est vraiment agréable avec commerces bar et restaurants et en plus au calme le métro est vraiment à deux pas le quartier est sécurisant même si on rentre de nuit l'accueil de kathleen est chaleureux on se sent bien chez elle,positif
38901412,excellent séjour dans un appartement des plus agréable,positif
56531411,accueil charmant et ponctuel de notre hôte le studio correspondait au descriptif petit calme et bien situé il manquerait peut être un miroir dans la pièce nous y avons passé un bon séjour,positif
39697846,nous sommes une famille avec 3 enfants et nous avons beaucoup apprécié notre escapade parisienne l'appartement était impeccable merci,positif
128043647,appartement très bien situé pour visiter paris a recommander,positif
46040645,appartement conforme à l'annonce et aux photos proche du métro hôte sympa et prévenant distillant de bonnes adresses dans le quartier  point de chute agréable dans le nord de paris,positif
9009083,le logement correspond bien aux photos très confortable et la superbe terrasse lui donne beaucoup de charme il n'en manquait déjà pas de par sa localisation idéale le quartier est vraiment charmant et la proximité du tramway nous a permis de rejoindre le zénith rapidement descendre à porte de pantin  et de revenir en toute sécurité malgré l'heure tardive un excellent souvenir que nous ne manquerons pas de répéter,positif
26859152,l'accueil était parfait et le logement conforme ce qui était attendu rien à redire du tout à part merci,positif
19855560,véronique est très très sympa tout ce que l'on attend d'un hote sur airbnb l'appartement est décoré de quelques unes de ses créations et vous pourrez en apprendre plus sur sa passion qu'est l'art qu'elle se fera un plaisir de partager avec vous merci pour ce moment,positif
103050242,frederic est un hote exceptionel appartement tres propre tres bien situe et au calme frederic nous a tres bien acceuilli avec beaucoup d attention et de gentillesse il etait au petit soin il nous a laisse tout le necessaire pour le petit dejeuner ainsi que fruit et friandise nous avons l habitude de louer sur paris et c est le premiere fois que nous avons cet acceuil l appartement est moderne tout equipe bonne literie et decore avec beaucoup de soins et gout lors de notre prochain voyage nous irons chez frederic merci de tout coeur,positif
56951516,un accueil très chaleureux un appartement idéalement situé dans paris et un lieu calme et agréable une très bonne expérience,positif
21462815,c'était parfait claire est une hôtesse charmante et l'appartement idéal pour passer une nuit avant de prendre l'avion,positif
10218629,le studio est joli et agréable très calme aussi on y dort très bien bien situé dans un quartier très vivant tout s'est très bien organisé avec hilal et malika discussions sympas avec hilal trop courtes j'y retournerai,positif
17996712,merci à cédric et noëlle pour leur accueil l'appartement est propre et super bien situé dans un quartier calme la communication a été excellente leur ami alexandre nous a accueilli dès notre arrivée nous gardons votre adresse dans notre carnet,positif
103965853,une nouvelle fois nous avons passé un superbe séjour chez sandra l'appartement est toujours aussi bien calme et agréable à vivre nous prenons toujours autant de plaisir à nous balader dans ce quartier et sandra nous a accueillie très chaleureusement vivement 2017,positif
25470292,un très bon accueil très arrangeant ponctuel l'annonce correspond tout à fait au descriptif l'emplacement géographique est idéal pour court et long séjour dans la capitale il est donc urgent de réserver chez pascal et magali a bientôt,positif
68697846,superbe séjour à paris grâce à l'accueil de magali et du logement mis à notre disposition très bien situé pour découvrir la ville lumière dans un quartier intéressant plein de petits cafés de boulangerie et de petits commerces de proximité nous y avons séjournés pendant 4 jours et avons beaucoup appréciés toutes les commodités mises à notre disposition magali a pris le temps de nous accueillir et de nous installer elle nous a donné toutes les informations pratiques pour faciliter notre voyage elle et pascal ont pensé à tout et sont faciles à rejoindre en cas de question encore merci de votre accueil et je serai heureuse de recommander cet appartement voir d'y retourner si l'occasion se présente comme l'appartement se situe au 3e étage c'est une bonne leçon pour moi pour apprendre à voyager plus léger d'autant plus quand l'appartement loué comporte une laveuse séchoir,positif
132741085,bel appartement idéalement placė pour visiter paris spacieux bon équipement jolie déco proche des boutiques et resto il permet de profiter des nuits du marais tout en étant au calme nous n'avons pas rencontré dee mais les instructions laissées étaient parfaitement claires,positif
110553740,nous avons adoré notre séjour hôte très sympa appartement éclectique au décor unique jamais vu ça de toute ma vie  et très bel ambiance propreté exemplaire beaucoup de place pour dormir tout était parfait voisins très capricieux sur le bruit pas d'ascenseur du tout à prévoir si vous avez plusieurs valises,positif
28055453,réservation difficile car mes amis sont arrivés sur paris à la dernière minute mais malgré cette contrainte mireille a été très expéditive et a pu laisser les consignes nécessaires pour que tout se passe bien l'appartement est très bien situé a quelques pas du trocadero c'est un immeuble de standing il a tout le nécessaire pour un court séjour à paris près des attractions touristiques les plus importantes je remercie à mireille d'avoir accueilli mes amis et je recommande vivement son appartement,positif
27445356,le studio correspond parfaitement à la description  calme propre et fonctionnel tout ce que je recherchais le check in est très facile et apporte toute la souplesse nécessaire je reviendrai très certainement merci,positif
127670512,logement très bien situé idéal pour les petits séjours christine s'est rendue disponible pour m'accueillir c'est une personne très sympathique et qui fait son possible pour rendre le séjour agréable,positif
52334520,dès le premier contact nous avons eu un très bon accueil de la part d'isabelle l'appartement est bien situé supérette adjacente à l'immeuble station de métro à 300 mètres parking voiture à 50 mètres  dans un quartier agréable canal st martin et à proximité de la vilette l’appartement est lumineux et spacieux avec un coin repas très agréable cuisine bien équipée et une salle de bain agréable la décoration est très soignée et l'appartement est très propre,positif
22364007,nous avons loué cet appartement pour trois hommes qui devaient travailler sur paris et ils ont passé un très bon séjour notre hôte françoise nous a bien montré les lieux à notre arrivée et nous a même tout préparé pour le petit déjeuner du lendemain l'appartement est très bien situé et très agréable à vivre bien équipé autant la cuisine que la salle de bain et les chambres sont spacieuses un très bon pied à terre pour paris,positif
107068686,l'appartement au 5ème étage est spacieux et proche du metro et supermarchés comme on est restés quelques semaines avant de déménager nous même dans notre propre apartement theo nous a acheter ce qu'ils manquaient dans l'apart merci pour tout theo,positif
115954032,we agréable dans un quartier à la fois tranquille et commerçant,positif
131992365,l'appartement est agréable bien équipé et bien situé martin est disponible et réactif très bon séjour,positif
76029617,un séjour très agréable dans cet appartement très confortable mignon et chaleureux soazig a été disponible à l'écoute et très sympathique ce fut un plaisir sur toute la ligne merci encore,positif
11027591,je recommande cet appartement très bien situé très propre et plein de charme on ne peut espérer meilleur propriétaire très arrangeant et prévoyant vous ne serez pas déçu merci à david only one word in english  great,positif
70671050,studio très pratique fidèle à la description facile d'accès blaise à été souple concernant les horaires d'arrivé et de départ merci à lui,positif
139696098,excellent séjour l'hote est très disponible et le chat très calin attention aux allergies,positif
31220642,l'appartement est tel qu'il est décrit sur le site ambiance très zen et idéal pour un week end en couple ou entre amis il est situé entre 2 stations de métro ce qui permet d'être rapidement dans les endroits touristiques le quartier est vivant resto supérette bar boutiques nous n'avons pas eu le plaisir de rencontrer mel et gilles mais ceux ci on été très disponibles et agréables durant tout le séjour nous les recommandons vivement,positif
19801649,l'appartement offre une vue imprenable sur la tour eiffel il est décoré avec goût et parfaitement équipé la propriétaire est par ailleurs très accueillante très bonne expérience je recommande vivement,positif
27053592,un appartement super en famille et surtout avec un enfant parfait un endroit sain tout pour un séjour à paris nous reviendrons souvent chez vous un jolie quartier près de tout,positif
26994058,séjour très agréable l'appartement d'yvon est bien situé dans le quartier de montmartre dans un immeuble calme très fonctionnel et très lumineux pratique pour 4 personnes avec la mezzanine yvon est un hôte très sympa et très accueillant,positif
60612145,logement bien décrit bon positionnement vivement conseillé,positif
19052513,super séjour guillaume est un hôte vraiment sympa j'ai été très bien accueilli libre de mes mouvements pas de contraintes accès à la cuisine l'appartement est situé dans une rue calme l'appartement bénéficie de doubles vitrages ce qui accroît le url hidden recommande,positif
66797263,michel est un hôte très accueillant et extrêmement bienveillant appartement très calme et vraiment bien situé une perle rare,positif
55294693,très bon séjour appartement agréable et accueil sympa je vous le recommande pour un séjour à paris,positif
55659458,merci à bénédicte pour ce super appartement très bien situé dans un beau cartier,positif
114751684,appartement proche de tous commerces et le quartier est très agréable,positif
114404730,chambre et appartement très agréable et calme,positif
100796755,excellent séjour chez dimitri qui nous a accueillis comme de vrais invités l'appartement est tout à fait conforme à la description et même mieux tout à fait recommandable,positif
61131702,appartement spacieux bien situé ghita est très disponible et paris est superbe,positif
56022924,accueil très sympathique et une visite du logement très en accord avec ce qui était proposé des conseils sur les bons plans de ce quartier très vivant et animé,positif
79071425,appartement magnifique impeccable lit confortable et quartier vivant je recommande,positif
92343714,très bon accueil de clara très agréable séjour dans son appartement et dans le quartier,positif
64822993,sébastien est super sympa nous avons été accueillis comme des rois chez lui lors de notre week end à paris le logement est très bien situé et très agréable nous le conseillons,positif
52152557,l'appartement est exactement comme sur les photos fonctionnel lumineux et surtout bien situé il y a tout à 3min à pied benoit est très arrangeant il répond au message rapidement et a toujours un petit mot gentil pour voir si tout se passe bien merci beaucoup nous avons passé un séjour très agréable,positif
105924377,nous avons passé un trés bon week end le logement été conforme aux photos et notre hote tres disponible nous n'avons eu aucun souci je recommande,positif
30076613,satisfaite du séjour emilie a été très arrangeante pour la remise et le retour des clés le logement est conforme à la description la robinetterie est vétuste mais reste fonctionnel l'immeuble est bien sécurisé propre et calme l'ascenseur quand on a une grosse valise le métro et les commerces à proximité sont très pratiques adresse à recommander,positif
57203085,la preparation et les indications données par raphael avant notre venue nous a permis une arrivée sans stress l'aménagement du studio est tellement bien fait que l'on se sent tout de suite chez soi un petit nid très agréable et bien placé pour profiter de paris,positif
130290000,le séjour était incroyable l'hôte a été très disponible et a mis toutes les indications possibles le canapé lit était digne d'un vrai et était comfortable pour deux dont un de plus de1m90 le thé et café était un plus le rapport qualité prix est excellent seul petit bémol l'appartement est à 5 mn du champ de mars mais à 15 mn de la tour eiffel néanmoins la balade est agréable,positif
12210416,mon séjour a été très parfait l appartement est très joli plein de charme et surtout très propre julie est une personne très à l'écoute et surtout qui fait tout pour nous être agréable le quartier est très pratique bien desservi première expérience airb b concluante,positif
50538213,enchantées de notre séjour à paris bel appartement correspondant dans les moindres détails à la fiche de philippe très bien situé calme et proche de tous commerces et métro nous avons bien profité de notre week end prolongé un grand merci à françoise pour son accueil tardif retard d'avion cause grève  à recommander fortement,positif
141431590,un séjour de rêve dans un délicieux nid douillet je n'oublierai pas le lever de soleil teintant de rose les toits de paris l'appartement est idéalement situé dans un quartier central mais tranquille et sympathique,positif
33427229,nous avons dormi 2 nuits dans un petit studio très agréable et surtout étonnamment silencieux malgré la proximité de la rue salvatrice accueille bien ses hôtes dans un logement bien équipé,positif
15129022,nous avons passe un excellent sejour chez jean et bernadette bernadette a ete tres gentille lors de l'accueil en nous donnant toute l'info necessaire et nous acceuillant plus tot que prevu l'appart est idealement situe en plein coeur de l'action parisienne clubs restaurants cafes station de metro boutiques nous y avons sejourner avec 4 adultes et 2 enfants 6 et 8 ans et c'etait parfait aussi bonne communication avec bernadette tres facile a rejoindre nous y retournons dans quelques jours avec joie nous le recommendons fortement,positif
85779820,super hôte toujours un grd plaisir de loger chez florent,positif
62584411,nous avons séjourné chez marion durant 1 week end nous étions 4 adultes un logement plus qu'àgreable du fait de son agencement  beaucoup de goût pour la décoration vraiment j'ai adoré  un vrai lit dans une chambre et un canapé lit confortable marion nous avait laissé des petites annotations sur les différents appareils de cuisine pour que nous puissions tout utiliser une salle de bain pratique avec une cabine de douche spacieuse un appartement situé côté court donc aucunes naissances sonores un vrai calme la situation de l'appartement était aussi idéale une station de métro à 2 minutes ainsi que la basilique du sacrée coeur à 15 min à pied marion est un hôte qui a tout le temps sur répondre à nos questions avec précision et rapiditée encore une fois merci c'est avec plaisir que nous reviendrons marion,positif
22860370,grâce a emeline et son joli petit appartement dans le 13° mon copain et moi avont passé un super week end à paris malgré notre heure d arrivée tardive minuit emeline a su être disponible pour nous accueillir l'appartement est chaleureux on se sent tout de suite bien de plus emeline pense a tout  serviettes et draps propres plan du métro cartes de resto sympa la cuisine est bien équipée très bien situé vous êtes à deux pas de la place d'italie et donc de la station de métro c'est super pratique  d le quartier est calme et a de nombreux avantages  commerces brasseries encore merci emeline nous avons qu'une hâte c'est de retourner passer un week end  d,positif
23619087,un accueil très chaleureux et une très bonne disponibilité de la part de émeline de plus emeline est très arrangeante si il y a des imprévus de dernières minutes appartement propre et idéalement situé 5 minutes à pieds d'un arrêt de métro je recommande vivement,positif
84170898,nous avons loué le studio de catherine pour héberger les parents de ma copine pendant quelques jours avant cela je l'avais loué pour héberger ma sœur venant du brésil pendant quelques semaines dans les deux cas le séjour a été magnifique son logement est très confortable et bien situé juste à coté du fameux quartier de la butte aux cailles et de plusieurs lignes de métro et de bus le studio est aussi bien équipé et très calme le grand plus c'est son adorable jardin où l'on peut respirer de l'air propre et se poser tranquillement pour prendre son petit déjeuner tout en écoutant le chant de petits oiseaux de temps en temps,positif
17996430,maria est une personne sympathique et à l'écoute de ses résidents l'appartement est situé non loin d'une station de métro et tout à fait conforme aux photos de l'annonce c'est un petit nid douillet très agréable entièrement satisfait de la prestation,positif
56476313,c'était parfait pour notre voyage d'affaire propreté ok bonne literie principale il y a de l'espace et cette grande pièce a vivre est très conviviale le lit d'appoint est bon le canapé lit un peu moins mais ca va pour une ou deux nuit l'organisation d'acceuil et de départ est parfaite merci à eux d'avoir proposé gratuitement une femme de ménage pour notre séjour de 12 nuits bref on reviens l'année prochaine merci a tous les deux cyrille et christophe,positif
132140247,studio spacieux et bien tenu quartier extra pour les courses le shopping la détente multiples cafés bars et restaurants population jeune et branchée à essayer absolument,positif
25771555,j'ai été vraiment très bien accueillie chez olivier qui est un hôte charmant intéressant et très prévenant tout était très bien la chambre agréable l'appartement très bien placé dans le marais olivier très disponible pour les horaires et en plus un super petit déjeuner préparé avec tant de gentillesse j'ai dormi comme à la maison avec un environnement agréable et amical je recommande vivement l'adresse d'olivier marie,positif
52594046,nous séjournons régulièrement chez virginie tout est parfait,positif
66576360,françoise était très chaleureuse et accueillante elle nous a rencontré à l'appartement pour nous donner le clé et pour expliquer tous les choses l'appartement est bien rangé et propre et très confortable beaucoup d'espace pour 4 personnes  dans un quartier aimable et dynamique près de gare du nord mais pour rentrer le soir après 22h nous avons préférées de prendre un taxi nous serons heureuses d'y rester encore merci beaucoup,positif
31817125,appartement très chaleureux agréable fonctionnel et chouette terrasse merci pierre,positif
60218410,c'était très bien près des stations de métro épiceries boutiques etc l'appartement était très lumineux et parfait pour un travailleur en voyage comme moi,positif
109724879,appartement très calme dans le quatier de buzenval propreté parfaite propriétaire arràgeante nous avons passer un tres bon sejour merci vannina,positif
129661805,sérénité et confort chez catherine c une grande dame merci,positif
12963464,séjour de 2 jours très agréable dans le studio d'angélique le logement est propre et très bien aménagé angélique est très disponible même à 21h quand on a oublié le digicode de la porte d'entrée de l'immeuble merci pour ce séjour,positif
65339605,tres bon rapport qualité prix pour cet appartement calme dans quartier vivant,positif
54891266,accueil ponctuel dans un quartier superbe au centre de tout appartement tres agreable chaleureux et tres bien equipe pour deux nous avons beaucoup apprecie notre sejour et nous reviendrons a coup sur chez gennadiy,positif
63459010,thomas a été et est le meilleur hôte que l'on puisse souhaiter avoir il nous a fait de suite sentir comme chez nous super disponible gentil bref que du bonheur l'appartement est exactement comme décrit nous allons souvent à paris et il est clair que nous retournerons chez thomas merci thomas,positif
19967760,l'appartement de coralie est très accueillant très chaleureux très bien organisé propre il y a tout ce qu'il faut pour passer un séjour agréable bien situé dans quartier vivant avec plusieurs lignes de métro restau magasins et cafés coralie m'a fait un très bon accueil m'a bien expliqué le fonctionnement de l'appartement je recommande vraiment cet appartement,positif
64217956,cadre agréable chambre assez grande salle d'eau aussi confortable dommage que les toilettes soient dans le salon quartier très agréable immeuble sympathique et nous avons très bien dormi,positif
44581820,petit appartement super mignon dans un super quartier en plein coeur de paris laura à été extrêmement sympathique et serviable à chaque interaction je conseille vivement little really cute studio in the center of paris laura was really nice and obliging every time we needed her i recommend it,positif
108930849,marianne est très disponible et arrangeante pour l'arrivée et le départ du logement l'appartement est bien situé propre calme je le recommande sans hésitation,positif
139651256,logement conforme à l'annonce au calme et bien situé marianne est prévenante et flexible pour les heures de d'arrivée et de départ nous reviendrons sans souci,positif
35326855,l'appartement est très propre l'immeuble aussi on retrouve tout ce dont on aura besoin il est idéal pour la famille mais pour dormir je le trouve un peu juste pour 5 personnes proche des commerces et du métro ligne 7 qui amène à tous les lieux touristiques ouarda est très gentille arrangeante et accueillante je réserverai sans aucun doute la prochaine fois que je serai à paris avec ma famille,positif
20312612,merci pour cet appartement chaleureux très très bien situé dans un quartier chaleureux tout le plaisir de paris nous le conseillons à tous les amoureux de paris pour un séjour remplis de charme de calme hélène est charmante à notre écoute répondant à toute nos demandes merci encore,positif
128259586,que dire à part que ce fut une magnifique expérience vu que c'était la première fois que je loue jane était vraiment à la hauteur du début jusqu'à la fin super attentionnée tjrs aux petits soins pointilleuse sur les détails mtn pour la studette moi personnellement j'ai évolué super à l'aise dedans c 'était propre et bien équipée transports juste à côté magasins parc je reviendrai volontier et avec grand plaisir merci jane et à la prochaine,positif
61831155,tout était parfait gabriel a facilité notre arrivée et départ aux horaires qui nous convenaient l'appartement était très propre et avec tout le nécessaire à disposition il est grand et bien situé vraiment très agréable et très fonctionnel la cuisine est particulièrement bien équipée nous avons été enchantés et reviendrons avec plaisir nous recommandons vivement,positif
12957061,nabil est un hote très à l'écoute de ses locataires son appartement est très bien situé proche tramway métro  et proche de toute comodité supermarché boulangerie restaurents  sa soeur est très fléxible pour la remise des clefs arrivé départ et très sympatique l'appartement est fonctionnel propre et surtout bien entretenu les serviettes et draps nous ont été mis à disposition à notre arrivée nabil et sa soeur nous ont également offert une spécialité libanaise qui nous a vraiment fait plaisir nous n'hésiterons pas à les resoliciter lors de notre prochain séjour grace à eux notre séjour s'est bien déroulé a très bientôt la famille h h,positif
23133396,appartement propre et du coup bon rapport qualité prix quartier sympa adrien a été très accommodant pour les clés et les bagages,positif
56867094,le logement est tout à fait conforme à la description très confortable nicolas s'est adapté sans aucun problème à mes horaires pour la remise des clés l'appartement est très près des lignes métro 1 et 6 sa proximité avec les champs elysées est vraiment agréable de plus un petit supermarché est à deux pas de l'appartement et est ouvert de 8h30 à minuit très pratique je recommande fortement cet appartement,positif
111136248,hôte très accessible appartement très beau et fonctionnel dommage que la cuisine était un peu en désordre sinon rien a redire,positif
33148373,seuls dans l'appartement celui ci était confortable pour notre famille de 4 personnes quartier calme et proche du métro commerces à proximité description fidèle tout s'est bien passé,positif
98433878,j'aime le 3e arr et je m'y suis vite sentie à l'aise aurélia a été super accueillante et m'a donné tout pleins de conseils l'appartement est très petit et tout en haut de l'immeuble et ce ne sont pas des farces je savais que c'était petit mais ça l'est faudrait juste faire un peu plus attention à la propreté mais sinon ça allait pour le temps que j'y étais deux nuits,positif
135073422,le charme des toits de paris dans un espace fonctionnel très agréable,positif
15932806,nous remercions max pour la confiance dans son accueil et la qualité de son logement dans un cadre avec une déco sympa dans une cour très calme et reposante après une journée de vie trépidante dans paris le quartier est typique de la vie parisienne avec ses commerces de proximité qui donne au quartier un esprit de village que nous avons perdu dans notre campagne dominique et odile,positif
19371290,anne carcelen était une hôte très chaleureuse et à l'écoute de nos besoins nous étions tout de suite à l'aise et même que nous nous sentions chez nous l'appartement était bien agencé lumineux et il est bien équipé nous ne manquions de rien le quartier est quant à lui très calme et on y trouve de tout de la cave à vin au fromager en passant par un supermarché vraiment très proche de l'appartement nous étions ravis,positif
135114226,appartement sympa bien pensé et agréable où durant une semaine nous avons pu apprécier le calme et la discrétion je recommande sans réserve,positif
14529499,très bel appartement et hôte très agréable vivement recommendé,positif
68019300,lee a été très accueillant de suite on a une présentation de l'appartement et du fonctionnement il y a toutes les commodités et l'accès et très simple merci je recommande cette location,positif
33235370,séjour parfait chez lionel et olivier accueil tres sympatique chambre et sanitaires tout comme la totalité de l'appartement d'une propreté irréprochable litterie très confortable très facile d'accès vraiment à 2 pas de la sortie de metro sur une ligne facile en plus ils nous donnent des excellents conseils de restau et de sortie ce sont des voyageurs tres ouverts pour partager on y retournera très volontiers bravo à eux,positif
93212087,super séjour à paris logement fidèle à sa description confortable et calme déco personnelle très chouette métro commerces à proximité bords du canal sympa mikalla disponible et réactive attentive à notre bien être bref une expérience très positive à réitérer,positif
116287479,un très bon rapport qualité prix et une emplacement idéal,positif
14631036,séjour très agréable grâce à alexis qui a tout fait pour être arrangeant petites attentions serviettes et nécessaire de toilette café à disposition  appartement conforme à la description bonne communication avant pendant et après le séjour,positif
112736426,très joli appartement arrangé avec beaucoup de gout calme clair très confortable bel immeuble quartier central très animé et bien desservi entrée dans les lieux facilitée par fleur super séjour,positif
62950075,rien à dire à part super j'ai adoré l'appartement sa localisation et la gentillesse et la disponibilité de raphael venant régulièrement sur paris c'est le logement idéal pour moi je le réserverais sans hésitation,positif
19100498,j'ai reçu un très bon accueil le logement est bien décrit et le quartier sympatique,positif
64265357,très bel appartement très accueillant super équipée avec tous les meubles nessesario dans le centre ville à proximité de tout,positif
36237851,bon contact avec sarah réservation sans problème l'appartement est conforme aux descriptifs juste un détail sarah merci de laisser un produit vaisselle une éponge et du sel poivre disponibles cela ne coute pas cher et c'est plus agréable je recommande cet endroit propre et silencieux eric,positif
19469231,bonjour c'était très correcte à tout point de vue je recommande cette personne ils sont charmant serviables et disponible l'appartement est très agréable à vivre et à côté de toute commodités bonne expérience 9 sur 10 pour moi,positif
15770838,un très bel appartement très bien situé et tout confort un immense merci à anne laure pour sa disponibilité emmanuelle,positif
54623196,cadre chaleureux et reposant pour w e en amoureux maison au calme tout en étant à proximité des commerces vraiment très pratique je remercie paula pour son accueil et alexis pour sa disponibilité,positif
21741584,nous avons passé quelques jours très agréables dans cet studio merci claire,positif
18547155,the apartment well situated was clean and tidy a good base to discover paris from merci valentine pour nous accueillir on a beaucoup visité et bien dormis,positif
36042051,j'ai passé un très bon séjour chez paul et julia qui sont accueillant et chaleureux,positif
66321778,appartement tel que décrit sur l'annonce dans un joli quartier hôte très réactif et agréable rien a dire merci,positif
14803837,lyes est un hôte parfait très sympa communicatif et respecteux c'est super pour rester une nuit ou plusieurs,positif
111736294,tres bien situé et bien équipé parfait pour un salon porte de versailles merci,positif
22285362,la chambre est très calme et déborah très arrangeante merci et au plaisir,positif
50435913,nous avons passé une excellente semaine dans l'appartement de charlotte bien équipé et très chaleureux situé dans un quartier vivant et sympathique un grand merci pour votre disponibilité et à bientôt,positif
46969711,nous avons fait un excellent séjour chez bertrand qui nous a accueilli de façon chaleureuse et décontractée dans l'appartement qu'il a bien voulu nous confier du samedi après midi au lundi matin après nous avoir donné toutes les explications indispensables sur le fonctionnement des appareils ménagers et sur le quartier parkings centre commercial etc  l'appartement spacieux clair et bien situé nous convenait parfaitement pour ce long week end à paris nous nous y sommes sentis comme chez nous et nous n'hésiterons pas à le réserver à nouveau pour un éventuel autre séjour dans la capitale,positif
101315679,laura a répondu à toutes nos demandes avec rapidité et courtoisie tout s'est bien passé draps et serviette fournies accès aux provisions en cuisine un logement très agréable pour un séjour à paris,positif
52263340,le logement correspondait à la description du site le quartier est très agréable à quelques pas du célèbre moulin rouge on y trouve tout le nécessaire pour passer de bonnes vacances,positif
49160731,oui il faut toujours laisser un commentaire de la part du hôte de l’invité à la fois car cette procédure est créé pour assurer notre sécurité et notre intérêt sur la base de ce concept je dis en bref et avec toute responsabilité chez alexandra   ma femme et moi   on a trouvé  la sécurité elle nous attendait à notre arrivé sans faute la sincérité  l’appartement était exactement comme on l’a vue dans les photos et dans la description le confort  les meubles et les outils étaient confortables et pratiques l’amitié  ce qui est très important pour nous alexandra était là pour nous fournir amicalement tout aide et conseil alexandra vous nous avez aidé à avoir un beau séjour à paris et aussi d’avoir une bonne amie si on vient à paris une du nouveau on vous contactera c’est sûr mona et samir,positif
35122140,très bon accueil de pablo son appartement au 5 e étage sans ascenseur est très agréable clair et fonctionnel il est meublé avec beaucoup de goût et très bien situé une adresse à recommander,positif
82091941,josie a été tres accueillante dès mon arrivée dans son appartement son logement est tres agreable de part la luminosité la propreté et la decoration tres feminine que j'ai adoré son appartement est tres bien situé car les nuits ont été calmes et aussi car les acces aux transports et aux lieux touristiques sont hyper faciles et rapides je n hesiterai pas a recommander son logement et j'y retournerai avec plaisir si besoin week end tres positif,positif
115619423,accueil parfait et chambre à la hauteur du descriptif bon rapport qualité prix,positif
54471000,première expérience airbnb très positive mon train a eu plus d'une heure de retard mais louis s'est adapté sans souci son appartement est très bien situé a deux pas de la place clichy dans une rue très calme l'appartement est petit mais tellement fonctionnel que ça compense largement vu le prix que pratique certains hôtels pour des chambres pas toujours nettes l'appartement de louis ne présente que des avantages avec en prime un hôte sur qui on peut compter,positif
45838847,françoise est très disponible et hospitalière tout en restant discrète l'appartement est conforme à la description faite très bien placé et particulièrement calme le quartier est très vivant de nombreux commerces y sont installés l'accès au métro est à 5 mn à pied ce qui permet de se déplacer très facilement nous reviendrons chez françoise avec plaisir,positif
23582245,le studio de marion est très propre et très fonctionnel idéalement situé il permet d avoir accès à toutes les offres culturelles de ce riche quartier,positif
17910392,françoise a été très réactive à ma demande de réservation et prompte à organiser une remise des clefs sans problème l'appartement est idéalement situé en plein quartier de la butte aux cailles et constitue un parfait point de départ pour une découverte de paris adresse recommandée,positif
43715970,un très beau séjour dans un endroit très bien situé,positif
25418892,super accueil de la part de sophie qui est très sympa l'appartement est très bien propre et super bien situé chambre au calme et ascenseur dans l'immeuble,positif
