Id_comment,commentaire,qualite
120244612, encore accueil parfait,positif
115478349, être très agréable séjourner ici avoir flâner journée pari avoir lieu calme reposer endroit être très bien agencer assez spacieux joli objet composer lieu avoir très bien dormir aussi nécessaire être là seul petit hic être que lieu ne prêter pas trop manger bien installer et sol ainsi que douche avoir mériter petit rafraichissement propreté endroit être tout même très sympa ronan disponible cas besoin recommander souci,positif
133415113, appartement calme quartier vivre héloïse être arrangeant concerner heure arrivé et départ être très appréciable,positif
125857399, francois être très agréable et apporter réponse question manière très rapide appartement être très bien situer et conforme description toutefois miminum décoration être bienvenir ainsi que gros nettoyage magnifique duplex sembler laisser abandon dommage,positif
114699177, très bon sejour emilie être discret disponible et avoir partager très bon moment,positif
115637287, logement conforme photo petit mais pratique parfaitement adapter séjour seul ou couple,positif
133406842, avoir séjourner nuit christophe appartement être très bien situer côté église saint eustache chatelet halle et rue montorgueil station métro rer proche déplacer mais aussi déplacement très facile pied aller visiter différent monument christophe avoir savoir rendre disponible transmettre clef arrivé et arranger lors check out équipement et photo annonce correspondre description annoncer recommander adresse ne être pas côté rue et coup pas bruyant,positif
120864548, merci stephane superbe appartement décorer beaucoup style et bon goût tout etait parfait propre appartement être très calme et bien situer avoir passer nuit rêve conseiller fortement,positif
134394734, parfaire,positif
124937606, très sympa très accueillir super expérience confiance,positif
116285622, excellent séjour appartement très joli confortable et agréable calme et foi tout côté métro boutique et restaurant arrivé serviette café thé et madeleine disposition pierre et ami être très arrangeant et sympathique que positif,positif
129117542, appartement gabriel être idéalement situer minute pied station métro alésia être bien équiper calme et relativement propre être situer cinquième étage et ascenseur être minuscule personne tenir peine petit valise falloir prendre compte si voyager bagage volumineux canapé lire ne être pas confort mais suffire largement jour recommander globalement appartement,positif
132169153, appartement très propre décorer goût proche métro et très calme donner cour propriétaire avoir être très réactif et très arranger recommander,positif
134129845, super appart très bien situer très bien décorer,positif
123225336, avoir tout apprécier lors séjour appartement être chaleureux confortable très bien équiper calme accueil et départ être parfaitement dérouler appartement être situer quartier vivant et très bien desservir pas parc georges brassens total réussite merci joël nicole et jean paul,positif
133728280, séjour très agréable calme et verdure appartement bien placer recommander,positif
135773344, appartement agréable passer jour antoine être super hôte quartier être génial recommander,positif
141700821, super logement antoine être très accueillant et sympa emplacement idéal,positif
130198621, tres beau appartement proche commerce restaurant et transport,positif
140457210, appartement bien placer cour intérieur inattendu et agréable avoir recommander séjour court pari,positif
137947884, anne laure et vraiment gentil et très sympa logement et petit mais ya tout proche arc triomphe endroit calme et propre,positif
125901966, séjour parfait appartement très bien situer et hôte très disponible et accueillant recommander hésiter,positif
134084753, chambre très propre petit mais très bon literie meme petit dejeuner pouvoir etre prendre facilement calme revenir plaisir,positif
129758297, excellent séjour anne gaëlle et famille très enrichissant et confortable,positif
131863010, logement propre agréable et bien situer idéal personne,positif
129361635, appartement être nickel falloir petit séjour très sympathique facile accès proximité métro et boire plein petit commerce alentour clair être hôte très agréable et joignable très facilement,positif
135444329, très bon séjour logement très tranquille et facilement accessible recommander,positif
129034174, appartemment et hôte extrêmement agréable linda avoir préparer petit dossier chose faire proximité logement ainsi que plan quartier très pratique souci communication linda avoir être très disponible et ne avoir pas vouloir arriver 1h avance lors entrée lieu merci encore,positif
127970483, super séjour appartement être agréable et très bien situer sympa et disponible contact jocelin avoir être facile recommander,positif
135464048, mili être disponible et mettre tout suite aise être vrai que avoir tendance ne pas sentir aise appartement qqun autre mais mili faire confiance et mettre facilement aise appartement être fonctionnel être famille enfant expliquer bas âge moi et 2ans,positif
133549435, très bon séjour chambre impeccable petit peu bruyant,positif
132285642, localisation parfaire appartement propre très fonctionnel et grand autre mot idéal vincent être toujours là aider recommander forcément,positif
135513821, propre calme discret,positif
130909200, avoir passer agréable séjour appartement avoir être particulièrement charmer décoration et ambiance emplacement idéal visiter sereinement pari recommander vivement adresse et retourner coup sûr merci équipe pnl property accueil et disponibilité,positif
138521237, logement calme pas bruit voiture quartier vivre chambre salle bain attenant petit déjeuner tout biologique avoir apprécier,positif
135522060, appartement sympathique we merci alithéa,positif
135517280, logement décrire savoir avoir parfaitement bien accueillir endroit très propre et très confortable vraiment super appartement,positif
135070220, excellent accueil super logement beau et très propre très beau quartier calme et pas métro,positif
138250355, bashir être monsieur sénégalais cultiver éduquer organiser généreux et agréable discuter chambre être mettre disposition être propre et organiser indépendant clé rapport qualité prix être excellent et emplacement être intéresser avoir rendre 40m pied avoir bien dormir et avoir impression avoir trouver nouveau ami et frère merci beaucoup bashir et tout bientôt,positif
114053620, appartement idéalement situer proche métro art et métier propre et très bien équiper accueil chaleureux michelle merci hôte recommander découvrir pari et quartier marais,positif
126927857, merci avoir confier joli revenir plaisir,positif
126954220, logement bien situer falloir petit séjour pari,positif
139386997, bertrand avoir être très gentil réservation check out appartement être très bien extrêmement lumineux et propre quartier être super très proche métro ainsi que sacré cœur découvrir,positif
141199362, appartement conforme photo arthus être bon hôte très réactif et sympathique,positif
137401130, appartement très spacieux et décorer goût boire tram metro pied appartement top johakim très sympathique recommander,positif
129098813, super séjour apparemment être très bien situer quartier animer et commercer et desservir métro et rer lit être confortable l’appartement être très fonctionnel être bien couple être calme très bien chauffer et avoir pouvoir prendre douche chaud oui être important l’appartement être bon état et disposer bon séjour drap serviette et avoir même avoir surpris d’avoir wifi séjour contact edouard avoir être top avoir donner beaucoup conseil pari fonctionnement métro bon adresse restaurant et chose voir pari remise clé s’est très bien dérouler très bon experience,positif
138145661, avoir passer très agréable séjour appartement charmer joliment décorer et lumineux ruelle pittoresque et calme tout centre quartier très vivre recommander,positif
131978681, appartement et hôte vraiment super quartier bien placer déplacement hôte être toujours écoute recommander vivement,positif
130255182, très bon accueil part domingo appartement très bien placer ainsi que grand chambre avoir ascenseur côté pratiquer ainsi que terrasse bon expérience parisien,positif
59768075, michel être hôte très attentionné et disponible très beau appartement très fonctionnel recommander,positif
37706605, bonjour et merci philippe et aliyah aliyah avoir accueillir appartement être tout simplement exceptionnel être situer 50m lieu intervention merci accueil,positif
49096002, grand merci philippe accueil bouteille vin attendre arrivé gentil attention avoir être facile communiquer hôte et séjour appartement conforme annonce être idéalement situer tout près métro vaugirard secteur sécuritaire commerce proximité trouver falloir distance marche endroit être propre bien équiper douillet et lumineux que demander mieux expérience airbnb recommander hésiter merci encore philippe,positif
9198798, très bon séjour pari et très bien accueillir nanou disponible et appartement très bien situer,positif
5033965, petit coin paradis dessus toit pari appartement trouver quartier très sympa proximité rue passant marais et petit resto accueil être très chaleureux vue splendide et petit déjeuner frais et copieux œuf coque pain chocolat confiture maison propreté impeccable aller revenir nicole et katja,positif
25911859, appartement très bien situer proximité quartier très vivre calme pas nuisance sonore joliment décorer mériter cependant être peu rafraichi echange uniquement mail amalia être état unir indication être clair,positif
132001273, être appartement très agréable et joli calme quartier animer l’accueil avoir être parfait,positif
33261158, appartement très bien situer calme confortable et spacieux avoir recevoir accueil très sympathique et prévenir part yassine avoir savoir répondre attente avoir passer très agréable séjour pari recommander appartement et remercier chaleureusement yassine,positif
123212263, appartement propre et bien équiper bien situer très bon contact personne remettre clé avoir signaler propriétaire manquer latte bz rendre couchage inconfortable donc vérifier si venir,positif
60346808, appartement très agréable propre et fonctionnel lors séjour avoir travail rue bas mais penser que si ne avoir pas avoir appartement être calme journée petit problème cumulus goutter quand être toilette voir arroser avoir être signaler problème devoir être réparer recommander logement et séjourner prochain foi plaisir être cependant dommage demander frai supplémentaire pour drap lit penser que devoir passer site,positif
45024729, appartement carole être très bien situer avoir pas gare être lazare carole avoir être très arrangeant organiser accès horaire tardif,positif
110411021, foi utiliser système france avoir interlocuteur premier ne avoir pas transmettre correctement message quand avoir appeler hôte être pressé et directif avoir être prendre bouchon eh bien tant pis pour avoir attendre être peu compliquer pas problème séjour ni départ,positif
9146328, appartement être situer immeuble nécessiter rénovation peinturer mur défraichie papier arracher être dommage car immeuble pouvoir être bien relooké appartement quoique correct ne être pas assez design et prix parer peu trop élever quoiqu'il soit avoir passer excellent séjour pari et situation appart être plus découvrir pari,positif
22320123, avoir passer beau vacance appartement solange appartement et vrement charme our best regard to solange dominique and nicolas the room is bright and compact with very charming interior two big windows are directed to the backyards which our sleep very comfortable location is also great solange thank you again andrey marier,positif
20724523, hôte très agréable souriant et accueillant prendre peine présenter quartier plus appartement bon plan resto appartement petit comment mentionner mais très bien placer et très propre très bon plan pour court séjour pari,positif
9104101, appartement sympa idéalement placer centre pari pari pied être magique appartement spacieux propre et fonctionnel,positif
26840206, petit appartement sympa propre et bien placer plus canapé lire être très confortable,positif
92463638, joli appartement propre et fonctionnel situer quartier animer parfait weekend parisien photo être fidèle logement petit mais bien agencer et bien équiper ludwig avoir être très disponible et flexible tant l’arrivée et l’accueil que modalité départ appartement être situer plein cœur quartier vivre très agréable jour comme nuit et bien connecter métro parmentier logement avoir avantage mais aussi inconvénient sonore éventuel quartier vivant nuit moins personne sensible ou sommeil léger adresse recommander,positif
820398, appartement être petit mais effectivement charmer fonctionnel et calme temps être pluvieux lors note séjour appartement manquer peu lumière mais montmartre être lieu magnifique et commerce être proche,positif
11695956, très chouette séjour passer gabriel studio être idéalement situer cœur montmartre alors que quartier être animer immeuble être calme permettre reposer cuisine être fonctionnel équiper petit machine café et micro onder bienvenir canapé lire être confortable nuit et connexion wifi excellent qualité merci gabriel avoir être aussi réactif et organiser avoir fonctionner comme prévoir revenir volontiers loger lors prochain séjour,positif
67517375, studio bien équiper et propre conformer description recommander volontiers ami quartier très calme et proche métro prêt linge et produit toilette bien pratique alléger valise avoir pleinement profiter week end adulte enfant et retourner hôte prochain escapade capitale,positif
8388824, vedani avoir accueillir midi avoir être aide précieux conseil vedani être attentionner assurer voyage mémorable appart être super bien situer minute marche cathedrale dame 3ième arrondissement avoir chambre et toilette priver pour avoir adorer expérience vivre toit parisien avoir intimité nécessaire comme hotel recommander louer hésitation jb et vedani,positif
75472924, cédric être hôte sympathique et toujours disponible cas problème recommander vivement,positif
45564637, excellent accueil patrick avoir être très agréable arrivé et être intervenir très rapidement lorsque avoir besoin appartement être parfaire excellemment situer revenir hébergement lors prochain séjour,positif
31038519, appartement être très bien confortable et pratique et situer quartier très sympa et vivre être calme propre et rationnel et accueil être efficace et cordial avoir beaucoup apprécier séjour,positif
82225976, michele être super appartement être propre appartement être bien localiser,positif
53004523, appartement être totalement fidèle description voire mieux avoir passer merveilleux séjour quartier être super plein endroit sympas boire verre ou manger tout près métro appartement être très calme impasse priver très chaleureux fonctionnel et florence avoir tout faire accueillir meilleur condition recommander vivement,positif
48646279, excellent séjour emily avoir besoin endroit dormir et poser affaire avoir réserver dernier minute et ne avoir pas être décevoir chambre conforme description spacieux et très bien entretenir lire confortable sdb et wc propre quartier bien desservir transport commun emily être là accueillir arrivé et avoir laisser liberté partir heure arranger jour départ suivre sentir tout suite recommander vivement,positif
27347668, appartement image propriétaire accueillant situer quartier agréable proche place république rue et immeuble être plutôt calme appartement être spacieux et chaleureux sentir comme soit d'autant plus que bénédicte avoir penser laisser prendre copieux petit déjeuner être faute,positif
34413699, bénédicte être personne adorable et très prévenant avoir tout faire rendre séjour agréable petit déj préparer lendemain arrivé bon plan capitale faire fil message accueil personnaliser réactivité permanent petit produit toilette tout être parfait ajouter faire que appartement être très joliment décorer fonctionnel et quartier très sympa bref recommander vivement adresse,positif
104018950, accueil sympathique très beau appartement vue magnifique hippodrome auteuil bois boulogne défense logement vaste vrai expérience airbnb logement habité habituellement être vraiment recevoir hôte appartement personnaliser chambre salle bain mais être privatif chambre fait falloir traverser chambre accéder pas problème pour famille mais falloir bien connaître cuisine équiper attention bruit marcher talon sol résonner voisin dessous sinon tranquille bruit boulevard suchet ne être pas génant parking gratuit rue proche,positif
16363183, surpris adresse être idéal appartement être idéalement agencer et très bien situer avoir recommander l’accueil leticia être parfaire souriant disponible et arrangeant,positif
55829443, lieu très pratiquer très agréablement situer et idéal personne seul,positif
1294342, this was my first experience with airbnb and it was avoir delight marier was avoir very accommodating and helpful hostess plus the apartment is in good shape and in avoir terrific location séjour l’appartement marier premier airbnb avoir être vraiment agréable marier être génial et bien serviable plus l’appartement être bon condition et trouver quartier très sympa,positif
32247755, très bon accueil nathalie chambre être vraiment proche gare lyon être donc extrêmement pratique chambre correspondre très bien photo avoir falloir passer bon nuit,positif
1140302, bonjour avoir être très bien accueillir hassan appartement être très agréable et très bien situer attention hassan avoir apporter accueil locataire être évident recommander appartement,positif
11419376, superbe grand appartement très bien situer chambre coucher être très tranquille et dormir très bien pierrette avoir être très grand hospitalité et avoir bien diriger métro être porte donc facile accéder pari marché être également tout près donc facile chercher victuaille frais retourner certainement et recommander appartement ami excellent rapport qualité prix,positif
53707412, très bon situation visiter pari quartier animer et agréable karim être très accueillant et prêt rendre service recommander,positif
71157611, benoit avoir être très disponible organiser mieux arrivé appartement être fidèle description quartier animer tout être rue très calme proche restaurant commercer bar transport idéal apprécier et visiter pari recommander fortement appartement,positif
30820469, logement être exactement comme décri annonce samia être personne très sympathique chaleureux et toujours écoute besoin trés agréable url hidden chambre être vraiment spacieux lit très confortable sentir comme être 1ere foi passer système et ravir et rassurer surtout venant seul recommander vivement hôte faire tout pour sentir aise petit déjeuner et pain faire maison être délicieux permettre bien démarrer journée,positif
122670552, nicola proposer appartement très bien situer proche commodité et voisin sacre cœur tout être fournir passer bon séjour drap lit serviette bain passer vaisselle tout être inclure même télévision rester que appartement manquer peu entretien nicola être hôte arrangeant et bien organiser,positif
10393814, et si pari être village quartier et vue appartement faire vraiment penser foi avoir intérieur vrai paradis beau et grand pièce lumineux fenêtre baigner soleil appartement très bien équipe et décorer beaucoup goût hésitation aller,positif
29562328, jacqueline avoir accueillir chaleureusement bien qu être arriver et femme tard logement être exactement comme avoir être décrire quartier calme avoir proximité metro et magasin et boulangerie,positif
129652289, merci beaucoup jacqueline gentillesse et accueil,positif
63249000, accueil chaleureux et sourire arnaud avoir montrer fonctionnalité appart appartement nickel très bien entretenir et agréable vivre,positif
91751043, super séjour pari logement ultra sécuriser résidence entretenir et surtout appartement très propre beaucoup charme merci marier,positif
36067321, etait tres bien tamara être tres disponible et sympathique,positif
124128205, très bon accueil hélène être vraiment arrangeant heure arriver appartement joliment décorer et très calme cour quartier très animer que aimer vraiment beaucoup,positif
66327666, prise contact et consigne récupérer clé appartement être très efficace appartement être conforme annonce très bien entretenir et propre suivre sentir aise recommander the handshake and instruction to collect the keys of the apartment are very effectif the apartment is in line with the announcement very well maintained and very clean felt at ease recommend,positif
18080700, avoir être accueillir chaleureusement laurence arrivé répondre rapidement message avoir aimer emplacement calmer sécurité accès ascenseur parking car avoir gros bagage appartement être lumineux spacieux et équiper mais peu défraichi rapport photo,positif
53862989, appartement tres agreable et bien localiser rue roquette acces facile avoir ligne metro ideal visiter ville accueil impeccable laurence,positif
38259002, avoir passer jour merveilleux pari début juillet appartement emmanuel être parfaire spacieux confort nécessaire calme et très joliment décorer plus quartier marais être particulièrement agréable être adresse retenir futur séjour capitale,positif
112702057, logement très pratique nuit pari très bien situer,positif
104107238, super accueil très disponible et appartement vraiment sympa calme quartier être plein super resto et magasin assez facile garer quartier être étonner endroit avoir recommander merci accueil,positif
23393263, très bon appartement quartier sympa et hôte accueillant recommander,positif
79663194, sophie être sympathique avoir disposition chambre être petit et manquer équipement porter manteau miroir lit confortable même si petit,positif
23970503, marier être arrangeant accueillant et accueillir naturellement et simplement adorer quartier marais alors ne être pas objectif dire super quartier et grand avantage grand calme dormir et même si fumer appart ne send pas tabac être appréciable pour non fumeur,positif
4361409, hôte et séjour très agréable et sympathique,positif
9519832, avoir beaucoup aimer expérience beau appartement juliette contact préalable être facile et agréable avoir obtenir réponse question plus juliette avoir donner renseignement et conseil fort utile être enfant appartement très bien organiser et équiper être très bien situer rue résidentiel pas métro et rue commercial secrétan avoir vraiment falloir recommander vivement appartement juliette et retourner hésiter si occasion présenter,positif
21865142, avoir envoyer demande réservation gabriel urgence matin soir et tout être très bien passer message adresser gabriel hôte dossier voyage airbnb être très complet et clair avoir pouvoir avoir clé et rentrer appartement très simplement et très rapidement jour même appartement être calme lumineux vis vis bien chauffer être assez petit mais être propre bien organiser bien équiper attention agréable détail pratique accueil être donc très sérieux qualité quartier être vraiment intéressant et appartement bien situer facile accès calme revenir plaisir avoir recevoir message gabriel internet mais ne avoir pas rencontrer car être argentin être hôte fiable jeune et sympathique communication être facile et bon merci gabriel,positif
134798001, charmant appartement information et détail séjour être top hotes vraiment serviable et accueillant recommander,positif
10007094, calme toilette commun propre autre chambre voisin avoir connecter wifi ascenseur rare annonce être fidèle trouver jy être très cordial avoir passer bon séjour merci calm shared toilets clean other adjoining rooms you haver avoir wifi connection an elevator rare the announcement is faithful to what you find jy is very cordial i've enjoyed my stay thank you,positif
122265761, très bien situer rapport beaubourg et marais juste côté bon rapport qualité prix,positif
93184433, trouver studio bien situer rapport métro quartier être calme et logement être bien isoler boulevard studio ne être pas très propre notamment sol et vaisselle aussi manger bar ne être pas tout confortable et petit table plus ne être pas inutile ajouter également que wc électrique ne être pas très pratique ne avoir pas avoir occasion rencontrer amanda mais avoir être bien arrangeant arrivé et départ avoir passer bon séjour pari,positif
23434289, agréable petit studio très fonctionnel et idéalement placer plein cœur marais station st paul et bastille pouvoir même aller gare lyon avoir pied et place vosges être 50m studio être studio mais avoir falloir part télé wifi être puissant et immeuble être cour intérieur bruit jeune couple recommander,positif
37137601, fil claire être accueillant avoir présenter appartement être écoute lorsque avoir question super séjour triplex claire être et parfaitement aise ami avoir beaucoup activité disposition billard tennis table jacuzzi conseiller vivement,positif
116741199, appartement être très bien situer minute place vosges station métro être également proche très agréable vivre correspondre parfaitement description et être également très propre avoir être très bien recevoir fanny et revenir grand plaisir si occasion représenter,positif
22244298, quartier sympa et vivre soir appartement sympa avoir refaire,positif
22150445, alexandre avoir savoir accueillir beaucoup gentillesse et disponibilité avoir tout arranger pour que être aise magnifique loft et avoir bien sûr avoir plaisir évoquer goût commun musique merci pour tout revenir,positif
31613650, accueil sympathique avoir bénéficier chambre plus grand que prévu quartier idéal profiter pari printemps sommer très satisfaire séjour,positif
22002453, séjour appartement avoir être très agréable environnement être très calme tout être bien agencer prendre très facilement marque et michael prendre soin tout expliquer faciliter arrivé garder adresse précieusement futur escale,positif
3892449, appartement très agréable bien équiper et superbement situer quartier être super et métro être pied immeuble omar être très accueillir et avoir bien présenter quartier et environ bar resto magasin avoir être très disponible et arranger arrivé sommer arriver avance et départ conseiller vivement appartement,positif
53191731, toujours aussi bien installer bord bateau alexandre propreté et situation parfaire calme permettre vraiment couper agitation ville adresse préférer pari avoir refaire que possible recommander chaudement merci,positif
4732567, garder séjour avoir belleville bon souvenir car dépit très mauvais temps sammes sentir si bien beau appartement albane être appartement spacieux et umineux arranger beaucoup gout trouver quartier très sympathique et reposer longue marche vill petit boulangerie et librairie avoir cote tout qu falloir être heureux merci albane espérer pouvoir revenir martiner,positif
63924099, avoir passer nuit michael appartement être conforme annonce propre et confortable goût certain musique appartement être idéalement situer concert accord hôtel aréna être cas proche métro et supérette hôte être très aimable et serviable,positif
103378243, superbe appartement très confortable et agréable,positif
4124355, être séjour inoubliable appartement être vraiment charmant et location être meilleur possible calme et conforter place avoir dépasser attente merci accueil chaleureux revenir année prochain être sûr it was an amazing experience we enjoyed every single of it thank you filippo tanya,positif
39157588, merci infiniment accueillir avoir magnifique appartement et propriétaire génial eme rambuteau garder cordonner être ton jamais,positif
92993269, absence marier avoir avoir très bon acceuil katia description maison et quartier faire marier et point conforme réalité avoir pouvoir apprécier restaurant mention spécial cuisine indien ajouter calme quartier ne pouvoir que réjouir séjour,positif
37329654, appartement bien situer centre pari proche forum halle rue montorgueil sacré pied appartement correspondre description propre équiper et fonctionnel avoir surtout aimer être calme être agréable longue journée capital communication très agréable mathieu propriétaire appartement avoir gentillesse laisser message bienvenu avoir passer nuit agréable appartement et recommander richard et brigitte,positif
109753757, avoir pas place bastille logement desservir ligne métro être très fonctionnel et propreté irréprochable quartier être sûr animer et agréable trouver commerce restaurant et café grand nombre grand merci colette gentillesse conseil et petit attention hyper appréciable jus orange frais et petit cadeau souvenir venir couple ami envisager revenir famille printemps vivement,positif
44868023, très bon accueil albert et helena appartement être idéalement situer promener quartier montmartre,positif
29519277, essai airbnb très réussir superbe appartement calme et bien situer proche panthéon restaurant et café bien aménager et propre bref conforme photo si ne être mieux avoir être très bien accueillir retard hôte avoir régulièrement prendre nouvelle mot adorable avoir passer super séjour pari et prochain occasion être hésitation ici que revenir merci beaucoup sci et femme part étudiant,positif
33884072, petit appartement charmant et très bien placer idéal week end très agréable accueil im,positif
11629868, très agréable contact sympa,positif
9976627, avoir passer très bon moment maguy quartier calme près transport organisation arrivé être parfaire chambre être fidèle description spacieux et silencieux petit déjeuner également parfait pain délicieux revenir plaisir si occasion prêter merci maguy,positif
13216035, être passer très bien appartement iker être joli spacieux ensoleiller calme bien équiper cuisine magnifique et vraiment comme photo site internet très agréable être très bien situer quartier vivre plein commerce restaurant bar et moyen transport rer boire métro et gare montparnasse iker être très sympa flexible horaire et attentionner hôte être bien disposer fournir l’information et assistance nécessaire aussi communication être excellent avoir passer très bien séjour appartement,positif
69028907, séjour très agréable ou accueil échange et bienveillance être cocktail idéal avoir agrémenter journée foncer hésiter car plus idéalement placer merci encore clair et piet,positif
129926802, olivier être super appartement être top,positif
23211465, très bon séjour ensemble quartier sympa falloir proximité appartement correspondre annonce et propre petit moins rester que isolation phonique être plutôt faible mais rien bien mécher hôte avoir laisser possibilité laisser bagage heure checkout récupérer uniquement départ tgv malheureusement cornet petit cadeau être passer poubelle,positif
62261585, avoir beaucoup apprécier séjour appartement carolin être conforme description ainsi que alentour petit quartier bien sympathique carolin avoir accueillir chaleureusement et avoir répondre question rapidement proximité métro être très pratique déplacer enfant ne hésiter pas revenir et conseiller adresse,positif
57735364, logement idéalement situer marais avoir cote plein magasin et restaurant avoir être très bien accueillir martin gros bémol cependant propreté appartement,positif
30231312, remercier sandra accueil avoir faire très bon séjour et avoir aimer énergie positif appartement,positif
83234992, un quartier phare pari appart minute pied butte montmartre avantage calme appart cour ne avoir pas avoir plaisir rencontrer maxime mais indication donné permettre trouver facilement bémol chambre sol aération sentir humidité et salle eau être vraiment vraiment spartiate nuit aller pour moins d'autant que literie être fatiguer et limite confortable aller aménagement et rafraîchissement devoir permettre remédier un point,positif
53690922, ne avoir pas rencontrer katie lors séjour mais avoir être très bien accueillir marier katie avoir répondre très rapidement différent mail donner information nécessaire séjour studio très propre agréable bien chauffer et conforme photo séjour renouveler hésitation,positif
134807384, séjour parisien agrémenter superbe appartement spacieux et confortable lumineux très propre très bien équiper recommander vivement et espérer avoir possibilité séjourner nouveau,positif
27958948, marthe avoir être très réactiver lors arrivėe car avoir avoir besoin avoir beaucoup aimer appartement deco emplacement et avoir passer très agréable séjour adresse très chouette,positif
5190855, appartement super mignon aménagement très astucieux,positif
35917466, très bon accueil part hôte avoir confier superbe appartement we prolonger cachet indéniable confort nécessaire et propreté étonnant joli appart idéalement placer près métro et profiter marais pied bâtisse très calme valeur sure,positif
19767991, apartement être tres bien situer et propre proprietaire être acceuillant et être disponible informatons peu bruit avoir renovations pres apartement merci,positif
12782345, charmant appartement plein poésie et très calme dommage ne pas avoir rencontrer hôte mais sarah être toujours disponible répondre question très arrangeant horaire arrivé et départ avoir recommander,positif
23433058, hôte très sympathique et accueillant appartement être point conforme description quartier idéal bref parfait,positif
28422138, avoir passer bon week end appartement idéalement situer minute pied champ elysées appartement être conforme description spacieux chambre être grand et être faire romain pour sentir bien recommander vivement appartement,positif
93326365, sommer ravir petit séjour pari logement françois être là accueillir appartement être parfaire être comme photo mauvais surprise literie être très confortable lit et canapé ne avoir nuisance sonore ou autre tout proximité superette boulangerie petit resto sympas métro groupe médical que plus plus plus,positif
109810983, hôte non rencontrer mais très disponible internet ou sms appartement très agréable et réellement conforme description environnement très design et chaleureux appartement être situer lieu calme voie priver quartier tres central et pratique rapport transport commun et divreses activité théatre muser opera garnier grans magasin,positif
23982032, expérience vraiment cool appart être très bien et très calme très pratique,positif
42157269, studio confortable bien équiper accueil très convivial marier hôte charmant,positif
70319652, avoir occuper logement famille visiter pari ci être très bien situer très agréable lumineux et correspondre description vanessa être sympathique et efficace recommander location avoir passer moment délicieux,positif
33119429, être adulte loger eve marier weekend appartement situer quartier calme minute pied montparnasse être lumineux et suffisamment grand accueillir temps weekend accueil avoir être très chaleureux eve marier et compagnon être toujours disponible répondre question être endroit conseiller vivement personne désirer passer séjour agréable capitale,positif
23353172, situation agréable appartement et accueil sympathique merci mehdi,positif
24763794, avoir louer appartement nadia passer week end pari vacance noël commencer appartement nadia être idéalement placer montmartre 1min métro abbesse mais surtout minute sacré cœur dominer quartier rue être calme et sympa parisien appartement même être propre bien ranger et très mignon ne avoir pas pouvoir rencontrer nadia mais pouvoir tout même dire que être hôte très accueillant avoir aider repérer ville conseil ainsi que plan et document pari mettre disposition appartement recommander appartement nadia passer super week end plus beau quartier parisien,positif
5222078, studio agréable et bien situer très calme salle bain mériter petit rafraîchissement mais rien ne compromettre qualité séjour,positif
24817790, sejour très agréable pari appartement idéalement placer et fonctionnel,positif
13614099, accueil très chaleureux géraldine avoir donner information concerner appartement et sortie possible alentoursle studio être calme et très bien situer proche ligne métro vue être absolument magique canal ourcq quartier bien vivre et typiquement parisien avoir pouvoir prendre repas balcon savourer joli vue recommander vivement location grand merci géraldine agréable séjour,positif
12154889, avoir passer excellent séjour appartement spacieux bien aménager fonctionnel et très propre être moderne et neuf très bon literie appartement être situer rue très calme et proche pied cité science être bien agréable jeune enfant proximité commerce être également bien apprécier hôte accueil avoir être charmant et avoir procurer renseignement découverte pari être expérience airbnb ci être très positif avoir refaire,positif
71293192, logement très bien agencer fonctionnel très bien décorer très bien desservir point vue transport commun promenade canal st martin proximité commerce olivier être très sympathique et accueillir recommander,positif
8159683, petit appartement très bien situer nombreux petit restaurant sympas proximité et ambiance très village montmartre envahir que mettre nez appartement être très fonctionnel propre et très calme vraiment pas bruit accueil bernadette avoir aussi être parfait excellent adresse,positif
54311559, très bon accueil hôte très attentionné appartement très correctement aménager logement correspondre bien description faîte super quartier bien placer calme et agréable,positif
123704923, appartement très très bon goût extrêmement bien situer séjour parfait,positif
32079446, nouveau séjour appartement priscilla comme habitude être parfaire avoir bientôt,positif
42478944, denis être hôte très agréable disponible et prévenir appartement être tout fait conforme description avoir être refaire goût et sentir bien être idéalement placer quartier bastille quartier vivant trouver nombreux bar et restaurant pourtant appartement rester calme être plaisir seul bémol taille salle bain et accès toilette rester toutefois compréhensible face choix place laisser espace vie recommander appartement denis passer jour pari restant proche marais retourner sûrement plaisir,positif
106833590, décoration soigné appartement frais et bien aménager nombreux rangement literie confortable tout état impeccable emilie être sympathique et adapter demande voyageur réserver attention bienvenir fruit frais guider quartier coup cœur et préférence thé café merci emilie,positif
11413181, bon et être très bon très beau et sympathique appartement cadre vraiment magnifique quartier être gènial et regard ancien moulin montmartre être insuperable equipament être très bon très grand lit chambre très très mignon decoration beau collection livre et même ukeleles et batterie digital reveiller là etait super tranquilité assurer proximité boulangerie qualité et café avoir aussi bon quantité formule brunch proibido obligatoire ne chercher pas plus que lit chambre sofá ne être pas clic clac et vraiment pas trop confortable tout pas dormir etait clair manquer rideau salle bain hôte marion etait toujours accesible et sympa très bon comunication experience très très bon recommander,positif
115365272, hôte disponible et flexible si agir horaire appartement mériter être peu plus propre,positif
111174931, logement être hauteur amabilité et disponibilité pascal logement recommander,positif
9540925, être très bon expérience et séjour pari logement lucie merci lucie donner super voyage et extraordinaire mémoire pari lucie être fille très gentil merci clément 真的超級棒的公寓 價錢跟地點都很好 除此之外房東很熱情也很貼心 真心推薦,positif
11873905, séjour très agréable liser hôte recommander,positif
